ID | NOMBRE | PROMEDIO
7778 | Néstor | 5.8
7779 | Jonatan | 6.0
7780 | Erasmo | 2.0
7781 | Lorenza | 7.4
7782 | Margarita | 7.0
7783 | Dominga | 7.7
7784 | Elena | 5.1
7785 | Maximiliano | 5.8
7786 | Borja | 3.9
7787 | Eugenio | 8.1
7788 | Cándido | 1.6
7789 | Arsenio | 1.6
7790 | Fulgencio | 7.4
7791 | Omar | 7.8
7792 | Alberto | 1.8
7793 | Francisca | 1.3
7794 | Fermín | 7.5
7795 | Pascual | 6.2
7796 | Maximiliano | 9.5
7797 | Santiago | 1.6
7798 | Esteban | 9.0
7799 | Constanza | 9.5
7800 | Melisa | 6.8
7801 | Gustavo | 4.0
7802 | Blas | 4.6
7803 | Wilfredo | 2.0
7804 | Febe | 6.0
7805 | Felisa | 7.1
7806 | Leonor | 7.1
7807 | Germán | 1.3
7808 | Ricardo | 6.7
7809 | Eleuterio | 7.4
7810 | Natalia | 1.0
7811 | Vidal | 4.5
7812 | Bartolomé | 1.0
7813 | Ismael | 8.5
7814 | Abril | 4.1
7815 | Benito | 3.1
7816 | Leocadia | 8.1
7817 | Mario | 5.0
7818 | Fito | 8.6
7819 | Aarón | 9.2
7820 | Jorge | 7.3
7821 | Trini | 1.7
7822 | Julia | 3.8
7823 | Román | 1.0
7824 | Renata | 6.6
7825 | Tatiana | 6.1
7826 | Mamen | 1.1
7827 | Iker | 7.2
7828 | Nazaret | 7.6
7829 | Isaac | 9.4
7830 | Guadalupe | 2.0
7831 | Daniel | 2.9
7832 | Maximiano | 2.2
7833 | Chucho | 7.9
7834 | Luz | 3.5
7835 | Espiridión | 6.1
7836 | Daniela | 5.0
7837 | Julieta | 4.8
7838 | Sancho | 6.9
7839 | Diana | 7.1
7840 | Custodia | 7.1
7841 | Gastón | 6.1
7842 | Elisa | 9.5
7843 | Petrona | 9.1
7844 | Ruth | 2.2
7845 | Bernardita | 3.5
7846 | Teodoro | 1.0
7847 | Ismael | 3.9
7848 | Fabio | 5.4
7849 | Lilia | 7.2
7850 | Feliciana | 6.5
7851 | Nicolasa | 7.5
7852 | Vito | 7.0
7853 | Otilia | 2.1
7854 | Jesusa | 7.4
7855 | Artemio | 7.0
7856 | María Del Carmen | 7.5
7857 | Jesús | 2.5
7858 | Rolando | 7.5
7859 | Ernesto | 1.8
7860 | Amparo | 2.9
7861 | Salomón | 1.7
7862 | Espiridión | 3.3
7863 | Gonzalo | 8.6
7864 | Carlota | 4.9
7865 | Andrea | 8.4
7866 | Margarita | 2.3
7867 | Marcial | 9.1
7868 | Abril | 8.3
7869 | Javi | 7.1
7870 | Ariel | 9.4
7871 | Rosalía | 3.5
7872 | Pascuala | 1.6
7873 | Eustaquio | 4.0
7874 | Chuy | 5.2
7875 | Jorge | 10.0
7876 | Roque | 2.6
7877 | Carmina | 5.6
7878 | Marcio | 2.2
7879 | Samanta | 7.8
7880 | Artemio | 4.9
7881 | Candelaria | 9.7
7882 | Amalia | 9.4
7883 | Benigno | 9.9
7884 | Rafaela | 9.2
7885 | María Del Carmen | 1.4
7886 | Lorenzo | 5.5
7887 | Rico | 7.9
7888 | Conrado | 2.2
7889 | Marisol | 8.8
7890 | Teodora | 1.9
7891 | Nando | 5.7
7892 | Vito | 6.5
7893 | Joaquina | 9.5
7894 | Azahara | 1.7
7895 | Rafa | 9.5
7896 | Serafina | 1.1
7897 | Belen | 3.4
7898 | Néstor | 3.7
7899 | Obdulia | 7.0
7900 | Jovita | 8.8
7901 | Andrés | 9.6
7902 | Noa | 6.0
7903 | Amor | 7.1
7904 | Cebrián | 4.3
7905 | Paca | 6.4
7906 | Estela | 1.0
7907 | Hernando | 8.0
7908 | Isidora | 3.7
7909 | Irma | 1.7
7910 | Pastor | 3.2
7911 | Anacleto | 5.9
7912 | Hipólito | 3.5
7913 | Máxima | 3.5
7914 | Reyes | 3.0
7915 | Nicolás | 8.4
7916 | Irene | 2.4
7917 | Ildefonso | 2.5
7918 | Marcia | 5.1
7919 | Silvio | 6.4
7920 | Gil | 3.2
7921 | Fabricio | 2.0
7922 | Agapito | 8.0
7923 | Leonardo | 1.6
7924 | Pánfilo | 5.3
7925 | Merche | 5.8
7926 | Edelmira | 3.1
7927 | Ana Sofía | 7.0
7928 | Ángel | 6.7
7929 | Mario | 5.7
7930 | Lorenza | 7.5
7931 | Tania | 3.6
7932 | Silvio | 6.2
7933 | Juan Bautista | 4.5
7934 | Isidro | 2.0
7935 | Basilio | 2.6
7936 | Emilia | 7.9
7937 | Cesar | 7.2
7938 | Abigaíl | 1.8
7939 | Josefa | 5.0
7940 | Marisa | 4.1
7941 | Graciano | 8.6
7942 | Esther | 6.6
7943 | Marisela | 7.6
7944 | Fabricio | 4.3
7945 | Luz | 2.0
7946 | Teresita | 5.8
7947 | Emigdio | 8.0
7948 | María Pilar | 7.4
7949 | Rosenda | 7.0
7950 | Arturo | 3.5
7951 | Tatiana | 6.3
7952 | Clarisa | 9.0
7953 | Paco | 7.0
7954 | Nicolasa | 3.3
7955 | Genoveva | 7.2
7956 | Trinidad | 5.9
7957 | Guadalupe | 6.7
7958 | Marcela | 3.5
7959 | Ibán | 2.0
7960 | Maristela | 8.6
7961 | Nerea | 8.2
7962 | Tristán | 10.0
7963 | Olga | 2.8
7964 | Sofía | 4.8
7965 | Blanca | 5.9
7966 | Leandro | 6.3
7967 | Tomasa | 3.3
7968 | Gustavo | 6.4
7969 | Mateo | 3.7
7970 | Catalina | 2.9
7971 | Purificación | 3.5
7972 | Rocío | 1.9
7973 | Ángela | 6.4
7974 | Felicidad | 6.9
7975 | Anastasio | 4.3
7976 | Flavia | 3.4
7977 | Cleto | 4.8
7978 | Julia | 8.0
7979 | Adoración | 3.2
7980 | Wálter | 1.6
7981 | Candelario | 6.1
7982 | Clara | 3.0
7983 | Celestino | 9.1
7984 | Joan | 10.0
7985 | Nélida | 4.2
7986 | Débora | 6.5
7987 | Josué | 5.5
7988 | Patricia | 8.0
7989 | Cecilio | 1.3
7990 | Gema | 8.3
7991 | Albina | 9.9
7992 | Ruperto | 7.5
7993 | Lupita | 8.7
7994 | Ofelia | 8.1
7995 | Elodia | 2.5
7996 | Sara | 1.2
7997 | Emiliana | 9.3
7998 | Fernando | 3.7
7999 | Estrella | 5.1
8000 | Jose Miguel | 2.6
8001 | Macaria | 1.1
8002 | Jerónimo | 2.0
8003 | Lino | 9.1
8004 | Ruy | 2.0
8005 | Eutropio | 1.4
8006 | Mario | 2.2
8007 | Judith | 5.5
8008 | Berta | 3.0
8009 | Estrella | 3.8
8010 | Tatiana | 2.1
8011 | Flor | 7.7
8012 | Inés | 6.3
8013 | Aristides | 2.7
8014 | Nazaret | 1.5
8015 | Eugenio | 5.9
8016 | Máximo | 5.3
8017 | Dominga | 8.5
8018 | Priscila | 6.5
8019 | Gonzalo | 5.8
8020 | Flor | 9.0
8021 | Arturo | 4.9
8022 | Máxima | 8.6
8023 | Juan Francisco | 9.6
8024 | Olegario | 4.3
8025 | Teresa | 4.4
8026 | Toni | 9.4
8027 | Felicia | 8.1
8028 | Adelardo | 1.1
8029 | Sabas | 3.3
8030 | Ariel | 7.9
8031 | Mauricio | 1.2
8032 | Pilar | 8.2
8033 | Rosa María | 7.8
8034 | Martina | 9.5
8035 | Delia | 9.6
8036 | Dolores | 1.1
8037 | Jenaro | 6.5
8038 | José | 1.3
8039 | Gertrudis | 7.8
8040 | Benjamín | 7.4
8041 | Etelvina | 1.5
8042 | Marcelo | 1.6
8043 | Camila | 3.1
8044 | Gabriela | 1.0
8045 | Felix | 1.4
8046 | Azucena | 2.1
8047 | Gala | 5.2
8048 | Cristina | 7.8
8049 | Edgardo | 9.5
8050 | Irene | 7.4
8051 | Manolo | 2.6
8052 | Remigio | 6.2
8053 | Fito | 5.0
8054 | Conrado | 4.6
8055 | Elisa | 2.3
8056 | Amanda | 3.3
8057 | Ruperto | 9.1
8058 | Raúl | 4.2
8059 | Sofía | 5.8
8060 | Amaro | 4.4
8061 | Baldomero | 5.4
8062 | Gema | 1.2
8063 | Íngrid | 3.1
8064 | Bárbara | 9.8
8065 | Gisela | 5.8
8066 | Prudencia | 3.9
8067 | Ezequiel | 4.3
8068 | Toño | 7.3
8069 | Clarisa | 7.6
8070 | Alondra | 3.1
8071 | Trinidad | 6.0
8072 | Clotilde | 6.9
8073 | Manuelita | 6.0
8074 | Perla | 1.5
8075 | Glauco | 2.9
8076 | Vinicio | 8.7
8077 | Florentino | 9.7
8078 | Benigno | 1.1
8079 | Duilio | 4.3
8080 | Cecilia | 2.9
8081 | Delfina | 1.4
8082 | Beatriz | 4.1
8083 | Nereida | 8.3
8084 | Nazaret | 1.6
8085 | Regina | 6.0
8086 | Gabriela | 1.2
8087 | Moisés | 5.4
8088 | Aníbal | 9.0
8089 | Natalio | 2.3
8090 | Fidela | 7.6
8091 | Eligia | 2.5
8092 | Leonardo | 3.1
8093 | Leonor | 2.0
8094 | Telmo | 6.8
8095 | Carlito | 3.7
8096 | María Ángeles | 4.8
8097 | María Teresa | 2.3
8098 | Aristides | 9.4
8099 | Claudio | 9.3
8100 | Vera | 1.5
8101 | Berta | 9.0
8102 | Raimundo | 3.3
8103 | Anabel | 7.4
8104 | Valerio | 7.2
8105 | Rosalinda | 8.1
8106 | Chus | 5.0
8107 | Rubén | 4.2
8108 | Eugenia | 4.4
8109 | Cristian | 7.7
8110 | Damián | 2.1
8111 | Chuy | 7.1
8112 | Tadeo | 2.3
8113 | José | 4.2
8114 | Arsenio | 2.9
8115 | Benigno | 2.3
8116 | Eutimio | 9.3
8117 | Teo | 1.1
8118 | Ruben | 4.5
8119 | Clemente | 1.7
8120 | Sonia | 6.7
8121 | Luz | 7.5
8122 | Piedad | 1.2
8123 | Gracia | 7.7
8124 | Edmundo | 1.0
8125 | Omar | 3.4
8126 | Pía | 5.9
8127 | Azahara | 10.0
8128 | Ruperto | 9.9
8129 | Benita | 9.6
8130 | Camilo | 4.1
8131 | Etelvina | 5.1
8132 | Beatriz | 6.8
8133 | María José | 5.8
8134 | Candelas | 7.9
8135 | Tecla | 1.2
8136 | Aristides | 2.9
8137 | Rufina | 9.9
8138 | Nidia | 8.5
8139 | Fausto | 8.8
8140 | Eli | 3.9
8141 | Fabricio | 1.9
8142 | Azahar | 9.5
8143 | Vito | 8.8
8144 | Aitana | 4.5
8145 | Cesar | 8.0
8146 | Yaiza | 8.6
8147 | Ligia | 10.0
8148 | Susana | 8.5
8149 | Claudia | 9.2
8150 | María Cristina | 3.7
8151 | Azeneth | 5.5
8152 | Perla | 6.5
8153 | Ariel | 6.4
8154 | Maura | 5.8
8155 | Ruperta | 5.9
8156 | Teófila | 8.3
8157 | Joan | 9.4
8158 | Mercedes | 3.2
8159 | Edelmira | 1.0
8160 | Emiliano | 9.4
8161 | Teo | 9.7
8162 | Leire | 3.4
8163 | Emilia | 8.7
8164 | Pedro | 2.1
8165 | Coral | 7.8
8166 | Rita | 7.6
8167 | Elías | 2.2
8168 | Evita | 2.6
8169 | Juanito | 5.1
8170 | Asunción | 4.8
8171 | Celia | 8.9
8172 | Paca | 2.6
8173 | Luisa | 8.0
8174 | Luciano | 4.6
8175 | Isaura | 6.7
8176 | Francisca | 1.1
8177 | Adriana | 4.2
8178 | Maximino | 9.8
8179 | Román | 5.4
8180 | Selena | 5.9
8181 | María | 3.6
8182 | Eutropio | 2.1
8183 | Lorenzo | 3.2
8184 | Otilia | 3.9
8185 | Silvio | 9.4
8186 | José Ángel | 5.8
8187 | Adalberto | 3.8
8188 | Ignacio | 6.0
8189 | Guadalupe | 5.6
8190 | Fanny | 4.9
8191 | Emigdio | 4.6
8192 | Eva | 6.7
8193 | Dominga | 3.0
8194 | Pablo | 7.7
8195 | Alicia | 8.1
8196 | María Ángeles | 2.3
8197 | Ibán | 6.5
8198 | Serafina | 3.5
8199 | Edelmiro | 7.1
8200 | Graciana | 1.2
8201 | Trinidad | 8.8
8202 | Abel | 8.2
8203 | Luis Miguel | 5.6
8204 | Heriberto | 2.2
8205 | Alcides | 9.0
8206 | Yolanda | 1.4
8207 | Georgina | 1.5
8208 | Melania | 7.7
8209 | Rafa | 7.3
8210 | Paulina | 8.1
8211 | Patricio | 1.8
8212 | Gregorio | 7.4
8213 | Eduardo | 9.0
8214 | Rico | 9.5
8215 | Angelita | 8.6
8216 | Concepción | 7.4
8217 | Hilda | 3.9
8218 | Luz | 6.0
8219 | Hipólito | 4.3
8220 | Plinio | 3.2
8221 | Feliciana | 1.6
8222 | Angelita | 3.9
8223 | Áurea | 1.5
8224 | Nando | 7.1
8225 | Baldomero | 6.8
8226 | Lupe | 8.0
8227 | Mayte | 7.6
8228 | Ruy | 9.3
8229 | Jose Ignacio | 6.5
8230 | Eufemia | 9.5
8231 | Luís | 9.5
8232 | Ernesto | 1.8
8233 | Ildefonso | 1.6
8234 | Trinidad | 8.1
8235 | Amanda | 9.7
8236 | Concepción | 5.0
8237 | Hortensia | 4.3
8238 | Ambrosio | 8.6
8239 | Samuel | 5.7
8240 | Dionisio | 6.5
8241 | Pepe | 6.5
8242 | Vidal | 7.4
8243 | Rodrigo | 6.6
8244 | Leocadio | 2.6
8245 | Zaira | 4.2
8246 | Jose Miguel | 5.2
8247 | Matilde | 6.0
8248 | Primitivo | 1.5
8249 | Natividad | 7.0
8250 | Eusebia | 3.5
8251 | Jose Carlos | 3.3
8252 | Américo | 2.1
8253 | Isaura | 3.9
8254 | Mauricio | 7.1
8255 | Mamen | 1.7
8256 | Eduardo | 7.0
8257 | Benito | 6.2
8258 | Teodora | 4.1
8259 | Édgar | 4.5
8260 | José María | 8.2
8261 | Dionisio | 6.4
8262 | Aureliano | 4.0
8263 | Florina | 9.0
8264 | Carina | 2.3
8265 | Alfredo | 7.5
8266 | Juan Bautista | 1.6
8267 | Luís | 1.7
8268 | Claudia | 3.0
8269 | Felicidad | 3.6
8270 | Isa | 7.7
8271 | Concha | 6.0
8272 | Remedios | 5.9
8273 | Hernán | 8.0
8274 | Isaac | 7.2
8275 | Modesto | 8.7
8276 | Anunciación | 2.1
8277 | Milagros | 8.7
8278 | Adrián | 6.2
8279 | Abraham | 6.0
8280 | Begoña | 3.5
8281 | Manuelita | 2.7
8282 | Esperanza | 10.0
8283 | Ciro | 7.5
8284 | Miriam | 6.5
8285 | Rómulo | 8.0
8286 | Joaquina | 2.2
8287 | Samuel | 3.2
8288 | Rogelio | 8.7
8289 | Mar | 2.1
8290 | María Pilar | 2.0
8291 | Estela | 6.7
8292 | Edmundo | 4.7
8293 | Pascual | 8.2
8294 | Dionisio | 2.3
8295 | Ricarda | 6.4
8296 | Ernesto | 2.4
8297 | Victor Manuel | 6.3
8298 | Ágata | 9.9
8299 | Lorenza | 4.7
8300 | Elba | 1.1
8301 | Bernardo | 3.1
8302 | Trini | 3.2
8303 | Trinidad | 4.4
8304 | Vidal | 8.0
8305 | Nico | 2.7
8306 | Marcelino | 7.8
8307 | Clemente | 9.4
8308 | Mercedes | 4.9
8309 | Damián | 7.5
8310 | Julio | 6.1
8311 | Pepito | 9.6
8312 | Marcia | 9.7
8313 | María Teresa | 3.9
8314 | Paloma | 6.4
8315 | Eutropio | 1.6
8316 | Duilio | 7.6
8317 | Elías | 3.6
8318 | Regina | 4.2
8319 | Elías | 2.6
8320 | Elvira | 7.0
8321 | Esther | 6.6
8322 | Ceferino | 3.9
8323 | Lucila | 9.3
8324 | Aroa | 8.6
8325 | Clemente | 2.8
8326 | Bernarda | 6.6
8327 | Salvador | 2.0
8328 | Encarna | 9.2
8329 | Andrés Felipe | 2.8
8330 | Óscar | 7.1
8331 | Heraclio | 4.4
8332 | Nacio | 2.4
8333 | Marcelo | 6.0
8334 | Leire | 3.6
8335 | Marcela | 8.2
8336 | Chus | 6.7
8337 | María Dolores | 6.5
8338 | Édgar | 7.6
8339 | Teodosio | 1.9
8340 | Evangelina | 1.9
8341 | Silvestre | 2.0
8342 | Nazaret | 9.0
8343 | Marianela | 2.0
8344 | Laura | 1.4
8345 | Hilario | 1.1
8346 | Carina | 4.4
8347 | Elpidio | 8.5
8348 | Joaquín | 1.1
8349 | Dorotea | 2.5
8350 | Aurelia | 2.4
8351 | Francisca | 5.5
8352 | Paco | 4.2
8353 | María Jesús | 5.0
8354 | Fabiola | 1.0
8355 | Jerónimo | 7.9
8356 | Cosme | 2.1
8357 | Paola | 6.3
8358 | Josefina | 6.1
8359 | Sabas | 6.5
8360 | Gabriel | 5.4
8361 | Verónica | 1.5
8362 | Demetrio | 6.4
8363 | Eulalia | 6.8
8364 | Bernardo | 9.0
8365 | Irene | 1.5
8366 | Primitivo | 5.5
8367 | Xiomara | 3.5
8368 | Ágata | 8.3
8369 | Melisa | 2.9
8370 | Celestina | 9.5
8371 | Soledad | 6.8
8372 | Celestino | 2.1
8373 | Tecla | 8.4
8374 | Vinicio | 9.9
8375 | Germán | 8.8
8376 | Adelina | 9.4
8377 | Álvaro | 8.1
8378 | Martin | 4.5
8379 | Zaira | 6.6
8380 | Conrado | 5.0
8381 | Héctor | 9.0
8382 | Florencio | 6.6
8383 | Ainoa | 8.9
8384 | Luis | 2.9
8385 | José Ángel | 7.3
8386 | Elena | 2.7
8387 | José Manuel | 8.7
8388 | Abigaíl | 6.9
8389 | Febe | 6.0
8390 | Jacinto | 2.1
8391 | Paloma | 7.9
8392 | Gisela | 1.7
8393 | Constanza | 6.9
8394 | Nydia | 7.4
8395 | José | 7.3
8396 | Leocadio | 2.1
8397 | Rafael | 7.6
8398 | Marciano | 7.0
8399 | Tito | 4.4
8400 | Candelario | 7.1
8401 | Crescencia | 6.0
8402 | Lucho | 1.2
8403 | Flora | 9.8
8404 | Marcelino | 9.0
8405 | Rómulo | 8.9
8406 | Marcelo | 1.0
8407 | Paula | 1.9
8408 | Chita | 4.7
8409 | Ramona | 3.6
8410 | Flora | 5.7
8411 | Visitación | 8.7
8412 | Julia | 3.5
8413 | Joaquín | 1.7
8414 | Macaria | 6.6
8415 | Plinio | 8.5
8416 | Máxima | 1.5
8417 | Perlita | 1.9
8418 | Toño | 3.0
8419 | Marianela | 7.2
8420 | Benito | 1.5
8421 | Enrique | 2.4
8422 | Juan José | 7.5
8423 | Luisina | 8.9
8424 | Álvaro | 7.7
8425 | Flavia | 5.8
8426 | Vanesa | 4.1
8427 | Marisol | 8.5
8428 | Felicidad | 9.2
8429 | Teobaldo | 9.5
8430 | Fidel | 2.9
8431 | Teófila | 3.6
8432 | Amada | 7.0
8433 | Hector | 5.0
8434 | Néstor | 7.6
8435 | Vicente | 8.1
8436 | Roberto | 1.4
8437 | Isa | 5.3
8438 | Gabriel | 1.8
8439 | Rosalina | 2.0
8440 | Leonel | 1.3
8441 | Espiridión | 3.9
8442 | Ágata | 9.9
8443 | Paco | 9.7
8444 | Nadia | 1.5
8445 | Jovita | 4.2
8446 | Ildefonso | 1.7
8447 | Ale | 4.9
8448 | Arsenio | 9.9
8449 | Fabio | 7.2
8450 | Bienvenida | 8.4
8451 | Jose Manuel | 1.3
8452 | Xiomara | 2.1
8453 | Rafael | 2.2
8454 | Gabriel | 7.0
8455 | Andrés Felipe | 1.8
8456 | Paulino | 8.8
8457 | Gonzalo | 5.8
8458 | Asunción | 4.1
8459 | Mercedes | 9.5
8460 | Claudio | 7.3
8461 | Miriam | 2.3
8462 | Nazaret | 1.8
8463 | Santiago | 9.7
8464 | Julia | 5.7
8465 | Danilo | 1.1
8466 | Verónica | 6.7
8467 | Juliana | 5.4
8468 | Clímaco | 7.0
8469 | Zaida | 4.5
8470 | Adrián | 5.3
8471 | Albina | 7.4
8472 | Heliodoro | 9.7
8473 | Viviana | 1.6
8474 | Ángeles | 1.8
8475 | Buenaventura | 6.0
8476 | Marcela | 7.8
8477 | María Cristina | 6.0
8478 | Abraham | 6.9
8479 | Leocadia | 4.7
8480 | Lara | 9.0
8481 | Gabino | 1.5
8482 | Pastor | 1.2
8483 | María Jesús | 8.3
8484 | Alba | 1.2
8485 | Juana | 2.1
8486 | Blas | 4.0
8487 | Blas | 8.5
8488 | Victoriano | 9.5
8489 | Toni | 4.6
8490 | Eva María | 3.8
8491 | Virgilio | 3.1
8492 | Tatiana | 2.8
8493 | Cristian | 9.3
8494 | Marisa | 7.4
8495 | Albino | 3.5
8496 | Natanael | 4.3
8497 | Salud | 5.4
8498 | Carlota | 1.7
8499 | Begoña | 5.6
8500 | Candelas | 2.6
8501 | Melisa | 7.9
8502 | Luisina | 5.4
8503 | Jonatan | 6.8
8504 | Manuelita | 4.5
8505 | Donato | 5.2
8506 | Hernán | 1.6
8507 | Soledad | 5.7
8508 | Lupe | 8.0
8509 | Celestino | 4.9
8510 | Miriam | 2.9
8511 | Alonso | 3.4
8512 | Custodia | 9.6
8513 | Gregorio | 8.1
8514 | Benigna | 7.6
8515 | Lilia | 2.8
8516 | Felix | 2.6
8517 | Ileana | 5.2
8518 | María Belén | 9.7
8519 | Amancio | 8.9
8520 | Palmira | 9.0
8521 | Olalla | 3.6
8522 | Ainara | 3.3
8523 | Luna | 5.3
8524 | Severiano | 7.0
8525 | Lisandro | 8.3
8526 | Natalia | 8.4
8527 | Fortunato | 1.6
8528 | Felipe | 7.5
8529 | Visitación | 3.3
8530 | Vanesa | 3.0
8531 | Blas | 5.6
8532 | Vito | 4.3
8533 | Cleto | 3.1
8534 | Toribio | 3.2
8535 | Lucía | 6.0
8536 | Narciso | 9.4
8537 | Humberto | 2.5
8538 | Edmundo | 6.5
8539 | Eliseo | 9.6
8540 | Emilia | 2.6
8541 | Baldomero | 6.3
8542 | Fermín | 9.9
8543 | Calisto | 1.1
8544 | Paula | 1.1
8545 | Maxi | 4.7
8546 | Reinaldo | 4.3
8547 | Dorita | 7.2
8548 | Magdalena | 7.7
8549 | Abel | 5.2
8550 | Jennifer | 2.6
8551 | Catalina | 6.4
8552 | Flavio | 6.4
8553 | Carlito | 3.7
8554 | Aurelio | 6.7
8555 | Loida | 2.1
8556 | Eusebia | 4.1
8557 | Teodora | 5.4
8558 | Dominga | 3.7
8559 | Anabel | 8.5
8560 | Lorenza | 5.4
8561 | Francisca | 8.4
8562 | Leonor | 9.2
8563 | Heriberto | 6.0
8564 | Roxana | 3.0
8565 | Yago | 6.9
8566 | Maxi | 9.8
8567 | Máximo | 1.8
8568 | Pancho | 8.0
8569 | Rubén | 1.9
8570 | Gabriel | 9.7
8571 | Manuelita | 7.8
8572 | Raquel | 8.4
8573 | Inocencio | 9.9
8574 | Yéssica | 7.2
8575 | Modesto | 6.0
8576 | Luisa | 7.3
8577 | Malena | 8.1
8578 | Priscila | 9.2
8579 | Sebastian | 7.7
8580 | Leandro | 1.9
8581 | Ester | 6.9
8582 | Rosario | 7.7
8583 | Duilio | 2.3
8584 | Primitivo | 8.4
8585 | Azahar | 1.3
8586 | Adán | 8.3
8587 | Mariano | 8.0
8588 | Aristides | 8.0
8589 | Valero | 5.3
8590 | Gerardo | 4.4
8591 | Tania | 6.9
8592 | Roque | 3.8
8593 | Francisco | 1.5
8594 | Osvaldo | 7.5
8595 | Víctor | 3.1
8596 | Marina | 9.7
8597 | Eloy | 1.2
8598 | Teodosio | 3.5
8599 | Hernando | 7.5
8600 | Luna | 3.3
8601 | Remedios | 6.7
8602 | Paloma | 6.6
8603 | Rebeca | 6.9
8604 | Socorro | 8.6
8605 | Íngrid | 5.2
8606 | Jeremías | 8.3
8607 | Jose Miguel | 6.0
8608 | Luisina | 5.1
8609 | Juan Pablo | 1.9
8610 | Modesta | 7.6
8611 | Rosario | 8.0
8612 | Evita | 4.9
8613 | Mohamed | 7.6
8614 | Leonel | 8.6
8615 | Roberta | 5.3
8616 | Isaías | 6.0
8617 | Régulo | 1.9
8618 | Rita | 2.0
8619 | Andrés Felipe | 8.2
8620 | Bonifacio | 5.5
8621 | Albino | 5.6
8622 | Jonatan | 6.4
8623 | Noelia | 5.3
8624 | Dominga | 6.5
8625 | Julián | 8.7
8626 | Íngrid | 8.1
8627 | Azahara | 8.7
8628 | Chus | 6.4
8629 | Amarilis | 1.1
8630 | Eutimio | 9.7
8631 | Dorotea | 8.3
8632 | Nando | 6.7
8633 | Leticia | 9.2
8634 | Gil | 7.7
8635 | Tatiana | 9.9
8636 | Amador | 1.1
8637 | Albino | 1.2
8638 | Dolores | 7.0
8639 | Estela | 7.6
8640 | Gala | 8.4
8641 | Visitación | 3.9
8642 | Carolina | 3.8
8643 | Encarnación | 5.8
8644 | Áurea | 1.2
8645 | Ramón | 6.0
8646 | Maite | 2.9
8647 | Valentín | 4.9
8648 | Palmira | 2.9
8649 | Roque | 6.4
8650 | Juan Antonio | 1.2
8651 | Fulgencio | 6.0
8652 | Ovidio | 4.8
8653 | Benigna | 1.1
8654 | Vicenta | 7.4
8655 | Baldomero | 5.8
8656 | Luís | 6.4
8657 | Ruperto | 3.0
8658 | Chema | 1.6
8659 | Diego | 8.6
8660 | Bernarda | 6.8
8661 | Dafne | 8.0
8662 | Lalo | 7.5
8663 | Flora | 3.7
8664 | Baldomero | 7.3
8665 | Hernán | 7.5
8666 | Olalla | 2.9
8667 | Jovita | 1.7
8668 | Carmen | 3.4
8669 | Elías | 8.6
8670 | Eladio | 3.4
8671 | Alma | 9.9
8672 | Rogelio | 1.2
8673 | Aristides | 4.9
8674 | Violeta | 1.8
8675 | Anita | 2.6
8676 | Juan Bautista | 2.7
8677 | Aura | 9.8
8678 | Cristóbal | 7.9
8679 | Mauricio | 5.3
8680 | Brígida | 8.3
8681 | Luz | 8.2
8682 | Ciro | 7.2
8683 | Maximiliano | 1.2
8684 | Julio | 6.5
8685 | Glauco | 6.4
8686 | Rafael | 3.0
8687 | Dulce | 5.5
8688 | Delia | 6.6
8689 | Guadalupe | 8.9
8690 | Lidia | 6.1
8691 | Aureliano | 2.1
8692 | Candelario | 3.6
8693 | Antonio | 6.1
8694 | Álvaro | 8.3
8695 | Darío | 9.4
8696 | Mariano | 7.9
8697 | Nazaret | 7.1
8698 | Josep | 1.5
8699 | Augusto | 2.9
8700 | Julia | 2.5
8701 | Pacífica | 9.7
8702 | Rómulo | 1.8
8703 | Verónica | 8.2
8704 | Candelario | 4.2
8705 | Rosendo | 6.1
8706 | María Pilar | 6.6
8707 | Adriana | 1.9
8708 | Amor | 8.7
8709 | Eustaquio | 7.6
8710 | Paloma | 1.8
8711 | Eloy | 1.6
8712 | Ciro | 1.4
8713 | Marisol | 6.1
8714 | Custodia | 3.0
8715 | Darío | 1.1
8716 | Malena | 5.3
8717 | Felisa | 2.5
8718 | Roque | 2.5
8719 | Dorita | 4.4
8720 | Valentín | 1.6
8721 | Marcia | 9.5
8722 | Eladio | 5.8
8723 | Eric | 9.1
8724 | Onofre | 5.0
8725 | Juan Antonio | 8.0
8726 | Salvador | 6.2
8727 | Alex | 4.7
8728 | Nélida | 1.8
8729 | Maximino | 1.6
8730 | Nayara | 7.8
8731 | Rico | 2.1
8732 | Alfonso | 5.6
8733 | Candelas | 1.2
8734 | Aureliano | 9.3
8735 | Bibiana | 5.8
8736 | Angélica | 5.9
8737 | Nicodemo | 8.0
8738 | Ariel | 8.1
8739 | Paulina | 2.7
8740 | Ignacio | 4.0
8741 | Heriberto | 5.6
8742 | Curro | 2.3
8743 | Carmelo | 8.4
8744 | Iván | 4.2
8745 | Eusebia | 7.8
8746 | Francisco Jose | 5.7
8747 | Odalys | 9.9
8748 | Heriberto | 8.9
8749 | Ariel | 5.8
8750 | Calixto | 9.9
8751 | Fátima | 3.5
8752 | Julia | 2.8
8753 | Seve | 9.5
8754 | Clara | 4.0
8755 | Narciso | 8.4
8756 | Juanito | 6.0
8757 | Leandro | 6.2
8758 | Maricruz | 8.1
8759 | Celestina | 6.1
8760 | Salomón | 8.2
8761 | Isidro | 6.4
8762 | Rosario | 1.5
